FINESS_ET;FINESS_EJ;RAISON_SOCIALE;RAISON_SOCIALE_ENTITE_JURIDIQUE;ADRESSE_ADMINISTRATIVE_1;ADRESSE_ADMINISTRATIVE_2;NUM_VOIE;CPT_NUM;TYPE_VOIE;VOIE;ADRESSE_COMPLETE;COMPLEMENT_ADRESSE;NUM_DEPT;DEPT;CP_VILLE;NUM_TEL;NUM_FAX;NUM_CAT;CATEGORIE_DE_L_ETABLISSEMENT;NUM_TYPE;TYPE_ETABLISSEMENT;NUM_SIRET;CODE_APE;CODE_TARIF;LIB_TARIFICATION;CODE_PSPH;PARTICIPANT_SERVICE_PUBLIC_HOSPITALIER;DATE_OUVERTURE;lat;lng;WGS84
950300350;950015438;CLINIQUE DU PARISIS - GRPE STE MARIE;CLINIQUE DE PARISIS - GROUPE SAINTE MARIE;;;15;;AV;DE LA LIBERATION;15 AV DE LA LIBERATION;;95;VAL-D'OISE;95240 CORMEILLES EN PARISIS;01 34 50 36 36;01 39 78 22 72;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;52355990400025;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1904-04-04;48.973474;2.198378;48.973474,2.198378
750054165;750140014;HOPITAL DE JOUR PEDOPSYCHIATRIQUE;;;;26;;BD;BRUNE;26 BD BRUNE;;75;PARIS;75014 PARIS;;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2011-01-12;48.8270097;2.3077751;48.8270097,2.3077751
940800758;940140023;HOPITAL DE JOUR 94G05;HOPITAL DE JOUR 94G05 - CH LES MURETS;;;8;;BD;DE CHAMPIGNY;8 BD DE CHAMPIGNY;LA VARENNE;94;VAL-DE-MARNE;94100 ST MAUR DES FOSSES;01 41 81 45 53;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26940134500146;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1981-01-10;48.8075635;2.5089962;48.8075635,2.5089962
770803989;770000925;CTRE READAPTATION CARDIAQUE DE LA BRIE;CENTRE DE READAPTATION CARDIAQUE DE LA BRIE  LES GRANDS PRES;LES GRANDS PRES;DIRECTEUR : DR TOURNADRE PHILIPP;27;;R;SAINTE CHRISTINE;27 R SAINTE CHRISTINE;;77;SEINE-ET-MARNE;77174 VILLENEUVE ST DENIS;01 60 43 59 59;01 60 43 07 47;135;Etablissement Réadaptation Fonctionnelle;1107;Etablissements de Soins de Suite et de Réadaptation;38962736500023;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1995-09-25;48.8163605;2.7958244;48.8163605,2.7958244
940804594;940110018;C.M.PSY.INFANTO-JUVENILE-CHIC;CENTRE MEDICO-PSYCHOLOGIQUE PSY.INFANTO-JUVENILE - CHIC;;;6;;R;DU CHEMIN VERT;6 R DU CHEMIN VERT;;94;VAL-DE-MARNE;94380 BONNEUIL SUR MARNE;01 43 39 33 09;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;1;Etablissement Tarif Libre;1;Etablissement public de santé;1978-01-04;48.7726513;2.4835444;48.7726513,2.4835444
940804560;940715170;C.M.P. APSI;CTRE MEDICO-PSYCHOLOGIQUE PSYCHIATRIE GENERALE/BOISSY ST LEG;;LA HAIE GRISELLE;4;;PL;DE LA CHENAIE;4 PL DE LA CHENAIE;;94;VAL-DE-MARNE;94470 BOISSY ST LEGER;01 45 95 05 45;01 45 95 27 86;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;77574052500156;;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1974-01-01;48.7543354;2.4982443;48.7543354,2.4982443
770790004;770700185;LONG SEJOUR HOPITAL D'ORGEMONT MEAUX;CENTRE DE LONG SEJOUR DE L'HOPITAL D'ORGEMONT;;;2;B;R;D'ORGEMONT;2B R D'ORGEMONT;;77;SEINE-ET-MARNE;77100 MEAUX;01 64 35 37 54;01 64 35 37 30;362;Etablissement de Soins Longue Durée;1109;Etablissements de Soins de Longue Durée;26770933500041;;17;Autorité mixte ARS PCG  dotation globale;1;Etablissement public de santé;1904-04-04;48.9558243;2.8696165;48.9558243,2.8696165
910150077;750720575;CTRE  MED. PEDAGOGIQUE  VARENNES-JARCY;CENTRE MEDICAL ET PEDAGOGIQUE AVON VARENNES JARCY;;;29;;R;DE LA LIBERATION;29 R DE LA LIBERATION;;91;ESSONNE;91480 VARENNES JARCY;01 69 39 99 00;01 69 39 99 01;135;Etablissement Réadaptation Fonctionnelle;1107;Etablissements de Soins de Suite et de Réadaptation;77568300600065;8610Z;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1955-01-01;48.6771306;2.5579584;48.6771306,2.5579584
780018727;780018719;CLINIQUE SAINT GERMAIN;;;;12;;R;BARONNE GERARD;12 R BARONNE GERARD;;78;YVELINES;78100 ST GERMAIN EN LAYE;01 30 87 96 96;;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;57980354500014;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2009-10-30;48.897999;2.0848708;48.897999,2.0848708
920300415;920000890;CLINIQUE LAMBERT;CLINIQUE LAMBERT;;;67;;AV;FOCH;67 AV FOCH;;92;HAUTS-DE-SEINE;92250 LA GARENNE COLOMBES;01 47 80 73 13;01 42 42 93 79;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;67200424900013;;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1946-01-01;48.9079967;2.2415446;48.9079967,2.2415446
920810637;920804465;CMP 92I06 ENFANTS;CENTRE MEDICO-PSYCHOLOGIQUE INFANTO-JUVENILE;;;27;B;AV;VICTOR CRESSON;27B AV VICTOR CRESSON;;92;HAUTS-DE-SEINE;92130 ISSY LES MOULINEAUX;01 46 45 64 51;01 47 36 75 14;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26920141400092;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.82274;2.2686373;48.82274,2.2686373
750300857;750000911;CLINIQUE REMUSAT;;;;21;;R;DE REMUSAT;21 R DE REMUSAT;;75;PARIS;75016 PARIS;01 44 14 11 11;01 40 50 88 29;128;Etablissement de Soins Chirurgicaux;1110;Etablissements de Soins de Courte Durée;58207628700017;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1919-11-09;48.8479117;2.2714179;48.8479117,2.2714179
750310013;750043994;CLINIQUE VILLA MONTSOURIS;;;;115;;R;DE LA SANTE;115 R DE LA SANTE;;75;PARIS;75013 PARIS;01 40 78 80 80;01 40 78 80 85;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;30116075000073;;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1967-09-01;48.8288102;2.3415387;48.8288102,2.3415387
930001441;930110051;CENTRE MEDICO PSYCHO.INFANTILE;;;;13;;R;DES MARRONNIERS;13 R DES MARRONNIERS;;93;SEINE-SAINT-DENIS;93380 PIERREFITTE SUR SEINE;01 48 21 32 68;01 48 21 61 04;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930101600052;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9633736;2.3691877;48.9633736,2.3691877
930706296;930140025;CENTRE MEDICO-PSYCH.DURAND;CENTRE MEDICO-PSYCHOLOGIQUE;;;36;;R;JEAN DURAND;36 R JEAN DURAND;;93;SEINE-SAINT-DENIS;93240 STAINS;01 48 21 12 30;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930093500401;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9561124;2.3789623;48.9561124,2.3789623
940006968;940016819;CMP REPUBLIQUE;;;;65;;AV;DE LA REPUBLIQUE;65 AV DE LA REPUBLIQUE;;94;VAL-DE-MARNE;94290 VILLENEUVE LE ROI;;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;48.7317644;2.4121111;48.7317644,2.4121111
770300143;770000362;POLYCLINIQUE SAINT-JEAN;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;;;41;;AV;DE CORBEIL;41 AV DE CORBEIL;;77;SEINE-ET-MARNE;77000 MELUN;01 64 14 32 71;01 64 52 00 68;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;30410033200036;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1965-05-17;48.5481778;2.6453132;48.5481778,2.6453132
770300218;770017390;INSTITUT MÉDICAL DE SERRIS;;;;2;;CRS;DU RHIN;2 CRS DU RHIN;;77;SEINE-ET-MARNE;77700 SERRIS;01 60 42 76 00;01 60 42 76 50;108;Etablissement de Convalescence et de Repos;1107;Etablissements de Soins de Suite et de Réadaptation;45075411400038;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1932-01-01;48.8575318;2.7830024;48.8575318,2.7830024
950005579;950110080;CATTP CERGY POLE;;;;2;;R;DU LENDEMAIN;2 R DU LENDEMAIN;;95;VAL-D'OISE;95800 CERGY;01 34 32 29 30;01 34 32 29 35;425;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950015300151;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1999-01-01;49.0486984;2.0117583;49.0486984,2.0117583
780809315;780140059;CENTRE MEDICO-PSY SECT.78 G 7;CENTRE MEDICO-PSYCHOLOGIQUE SECTEUR 78 G 7;;;34;;R;JEAN MERMOZ;34 R JEAN MERMOZ;;78;YVELINES;78600 MAISONS LAFFITTE;01 39 62 23 74;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26780244500085;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9469656;2.1430834;48.9469656,2.1430834
910800986;910110063;MAISON DE CURE DE L'YVETTE;MAISON DE CURE DE L'YVETTE (C.H. D'ORSAY);;;3;;R;GUY MOCQUET;3 R GUY MOCQUET;;91;ESSONNE;91401 ORSAY CEDEX;01 69 07 78 38;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26910224000026;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1980-01-06;48.7003088;2.1907936;48.7003088,2.1907936
750833733;750721334;CENTRE DE LONG SEJOUR HENRY DUNANT;CENTRE DE LONG SEJOUR HENRY DUNANT;;;95;;R;MICHEL ANGE;95 R MICHEL ANGE;;75;PARIS;75016 PARIS;01 40 71 24 77;01 40 71 24 51;362;Etablissement de Soins Longue Durée;1109;Etablissements de Soins de Longue Durée;;;17;Autorité mixte ARS PCG  dotation globale;6;Etablissement de santé privé d’intérêt collectif;2001-05-19;48.8402399;2.2581138;48.8402399,2.2581138
920810629;920804465;CMP 92I06 ENFANTS;CENTRE MEDICO-PSYCHOLOGIQUE INFANTO-JUVENILE;;;24;;AV;DU DOCTEUR CALMETTE;24 AV DU DOCTEUR CALMETTE;;92;HAUTS-DE-SEINE;92140 CLAMART;01 45 29 95 90;01 45 29 95 81;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26920141400068;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.8132489;2.2704594;48.8132489,2.2704594
920815123;750721391;H.J. L'ELAN RETROUVE  MALAKOFF;HOPITAL DE JOUR POUR ADULTES;RESIDENCE GEORGES BRASSENS;01/03/2005;1;;ALL;JACQUES BREL;1 ALL JACQUES BREL;;92;HAUTS-DE-SEINE;92240 MALAKOFF;01 41 08 05 02;01 41 08 79 60;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;77567634900134;8610Z;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1992-02-26;48.8145398;2.2804936;48.8145398,2.2804936
950803197;950013870;CENTRE MEDICO-PSY. 95 G 03;;;;29;;AV;DE PARIS;29 AV DE PARIS;;95;VAL-D'OISE;95600 EAUBONNE;01 34 06 00 00;01 34 06 00 91;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950472600135;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9923717;2.2848231;48.9923717,2.2848231
920024593;950140012;CMP UATA ADOLESCENTS 92/01;;;;12;T;R;GRANDE RUE CH. DE GAULLE;12T R GRANDE RUE CH. DE GAULLE;;92;HAUTS-DE-SEINE;92600 ASNIERES SUR SEINE;01 41 11 83 90;01 41 11 83 91;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950008800217;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1998-01-01;48.914155;2.285369;48.914155,2.285369
940804610;940140049;CENTRE MEDICO-PSYCHOLOGIQUE 94G14;CTRE MEDICO-PSYCHOLOGIQUE PSY.ADULTES-CHS VILLEJUIF;;;2;;R;DISPAN;2 R DISPAN;;94;VAL-DE-MARNE;94240 L HAY LES ROSES;01 45 47 10 10;01 45 46 92 56;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26940106300574;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1972-01-01;48.7788166;2.3390274;48.7788166,2.3390274
750827990;750140014;FOYER DE POST-CURE  CAILLAUX;FOYER DE POST-CURE CAILLAUX DU CHS SAINTE-ANNE SECTEUR 3;;SA SECTEUR 3;8;B;R;CAILLAUX;8B R CAILLAUX;;75;PARIS;75013 PARIS;01 44 24 37 00;01 53 60 07 11;430;Centre Postcure Malades Mentaux;1111;Autres Etablissements de Lutte contre les Maladies Mentales;26750064300049;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1987-08-25;48.822833;2.3615038;48.822833,2.3615038
750833345;750712184;CMP ENFANTS EUGENIE EBOUE (PITIE-SALP);CENTRE MEDICO PSYCHOLOGIQUE PITIE SALPETRIERE 75/I/06;;PITIE SALPETRIERE I04;14;;R;EUGENIE EBOUE;14 R EUGENIE EBOUE;;75;PARIS;75012 PARIS;01 43 46 53 18;01 43 46 90 30;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26750045201514;;2;Autorité Ministérielle;1;Etablissement public de santé;1904-04-04;48.8457132;2.386425;48.8457132,2.386425
930005558;930140025;CENTRE MEDICO PSYCHOLOGIQUE;;;;1;;R;LEPINE;1 R LEPINE;;93;SEINE-SAINT-DENIS;93500 PANTIN;;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930093500716;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2003-01-01;48.8944393;2.4198234;48.8944393,2.4198234
910808047;910140029;CENTRE MEDICO-PSY. 91 G 03;DISPENSAIRE HYGIENE SOCIALE SECTEUR II;;;15;;R;PERICHON;15 R PERICHON;;91;ESSONNE;91540 MENNECY;01 64 57 33 60;01 64 57 29 97;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26910009500125;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.5679511;2.431559;48.5679511,2.431559
940804586;940715170;CMP INFANTO-JUVENILE /M.ALFORT;CTRE MEDICO-PSYCHOLOGIQUE PSY.INFANTO-JUVENILE /MAISONS-ALFO;;;9;;R;VICTOR HUGO;9 R VICTOR HUGO;;94;VAL-DE-MARNE;94700 MAISONS ALFORT;01 43 76 90 30;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;7;ARS établissements de santé non financés dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1988-01-01;48.8013323;2.433051;48.8013323,2.433051
930021001;930021373;INSTITUT MÉDICALISÉ DE ROMAINVILLE;;;;140;;R;PAUL DE KOCK;140 R PAUL DE KOCK;;93;SEINE-SAINT-DENIS;93230 ROMAINVILLE;01 57 42 16 05;01 57 42 22 46;108;Etablissement de Convalescence et de Repos;1107;Etablissements de Soins de Suite et de Réadaptation;45299779400030;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2008-06-26;48.8914208;2.4383702;48.8914208,2.4383702
930100045;750712184;HOPITAL JEAN VERDIER (AP-HP);HOPITAL JEAN VERDIER (A.P.-H.P.);;;;;AV;DU 14 JUILLET;AV DU 14 JUILLET;;93;SEINE-SAINT-DENIS;93143 BONDY CEDEX;01 48 02 66 66;01 48 02 61 02;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;26750045200367;8610Z;2;Autorité Ministérielle;1;Etablissement public de santé;1904-04-04;48.9136687;2.4914762;48.9136687,2.4914762
910002393;910002773;"UNITE CLINIQUE"" L'EAU VIVE """;;SECTEUR 91G13;"ANNEXE DU CH   "" LOUISE MICHEL """;6;;AV;GENERAL DE GAULLE;6 AV GENERAL DE GAULLE;;91;ESSONNE;91450 SOISY SUR SEINE;01 69 89 87 80;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26910004600201;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1998-01-09;48.6171449;2.4989254;48.6171449,2.4989254
950000398;950140012;CTRE HOSPITALIER SPECIALISE ROGER PREV;CENTRE HOSPITALIER SPECIALISE ROGER PREVOT;;;52;;R;DE PARIS;52 R DE PARIS;BP 60058  MOISSELLES;95;VAL-D'OISE;95573 DOMONT CEDEX;01 39 35 63 00;01 39 35 66 11;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26950008800019;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;49.0501514;2.335616;49.0501514,2.335616
770809002;770700185;CTRE MEDICO-PSYCHO 77G11;DISP. HYGIENE MENTALE SECT.6  CENTRE BIENVENUE;CONCORDE;CENTRE BIENVENUE;6;;AV;DE LA CONCORDE;6 AV DE LA CONCORDE;;77;SEINE-ET-MARNE;77100 MEAUX;01 60 23 92 92;01 60 41 08 85;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26770933500116;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9513558;2.9105034;48.9513558,2.9105034
780000329;780110052;CENTRE HOSPITALIER DE RAMBOUILLET;CENTRE HOSPITALIER DE RAMBOUILLET;;05-juil.;5;;R;PIERRE ET MARIE CURIE;5 R PIERRE ET MARIE CURIE;;78;YVELINES;78514 RAMBOUILLET CEDEX;01 34 83 76 24;01 34 83 76 65;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26780007600064;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1901-01-01;48.6528908;1.8260294;48.6528908,1.8260294
950300327;750043994;CLINIQUE MEDICALE CHAMP N/DAME;CLINIQUE MEDICALE CHAMP NOTRE DAME;;;46;;R;DE L EGLISE;46 R DE L EGLISE;;95;VAL-D'OISE;95150 TAVERNY;01 30 40 69 00;01 39 60 36 80;135;Etablissement Réadaptation Fonctionnelle;1107;Etablissements de Soins de Suite et de Réadaptation;30116075000016;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1964-01-20;49.0282025;2.2252686;49.0282025,2.2252686
930100011;750712184;HOPITAL RENE MURET (AP-HP);HOPITAL RENE MURET (A.P.-H.P.);;;52;;AV;DU DOC SCHAFFNER;52 AV DU DOC SCHAFFNER;;93;SEINE-SAINT-DENIS;93270 SEVRAN;01 41 52 59 99;01 41 52 57 99;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;26750045200458;8610Z;2;Autorité Ministérielle;1;Etablissement public de santé;1967-01-01;48.9365054;2.5115767;48.9365054,2.5115767
770630028;750042590;CTRE REEDUCATION FCTIONNELLE INFANTILE;CENTRE DE REEDUCATION FONCTIONNELLE INFANTILE DE BROLLES;;CHATEAU DE BROLLES;34;;AV;ALFRED ROLL;34 AV ALFRED ROLL;;77;SEINE-ET-MARNE;77590 BOIS LE ROI;01 64 81 23 50;01 64 81 23 90;135;Etablissement Réadaptation Fonctionnelle;1107;Etablissements de Soins de Suite et de Réadaptation;42386883500145;;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1971-07-15;48.4803901;2.6795404;48.4803901,2.6795404
770005189;770130052;CATTP NEMOURS;;;;3;;CHE;DES DAMES;3 CHE DES DAMES;;77;SEINE-ET-MARNE;77140 NEMOURS;01 60 55 18 04;01 60 55 18 04;425;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26770007800012;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2003-06-01;48.267043;2.692611;48.267043,2.692611
950000349;950015289;CENTRE HOSPITALIER DU VEXIN;;;;38;;R;CARNOT;38 R CARNOT;;95;VAL-D'OISE;95420 MAGNY EN VEXIN;01 34 79 44 44;01 34 79 44 79;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26950280300019;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1945-01-01;49.1546335;1.7851118;49.1546335,1.7851118
780820320;780002697;CENTRE MEDICO-PSYCHOLOGIQUE 78I07;CENTRE MEDICO-PSY SECT.78 I 7 CHATEAU DU VIVIER;;CHATEAU DU VIVIER;27;;;GRANDE RUE;27  GRANDE RUE;;78;YVELINES;78410 AUBERGENVILLE;01 30 95 50 89;01 30 95 99 80;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26780577800144;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9597371;1.8515266;48.9597371,1.8515266
750007619;750720674;HOP DE JOUR CEREP (U.S.I.S. ET E.P.I.);HOPITAL DE JOUR CEREP (USIS ET EPI);ET PSYCHOTHÉRAPEUTIQUE;;3;;R;RIDDER;3 R RIDDER;;75;PARIS;75014 PARIS;01 45 45 46 79;01 45 45 13 42;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;;8610Z;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1981-04-21;48.8311258;2.3118698;48.8311258,2.3118698
750690083;750720922;HOPITAL DE JOUR MARIE ABADIE;;;;41;;R;RAYMOND LOSSERAND;41 R RAYMOND LOSSERAND;;75;PARIS;75014 PARIS;01 43 20 23 14;01 43 21 60 60;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;48915502800017;8610Z;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1983-01-07;48.8352237;2.3206274;48.8352237,2.3206274
940000607;940140015;CENTRE HOSP.FONDATION VALLEE;"CTRE HOSP. DE PSYCHIATRIE INFANTO-JUVENILE ""FOND. VALLEE""";;;7;;R;BENSERADE;7 R BENSERADE;;94;VAL-DE-MARNE;94257 GENTILLY CEDEX;01 41 24 81 00;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26940111300015;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1974-01-25;48.8104419;2.3478515;48.8104419,2.3478515
750023749;750034308;UNITE HOSP HAUTEVILLE MAISON BLANCHE;;SECTEUR SAINT MARTIN  XÈME ARRON;24 A 26;24;;R;D HAUTEVILLE;24 R D HAUTEVILLE;;75;PARIS;75010 PARIS;01 40 22 12 69;01 40 22 13 17;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26930124800523;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2006-01-23;48.8725059;2.3501846;48.8725059,2.3501846
750050502;940016819;CENTRE DE CRISE CHATELET;;;;114;;R;DU TEMPLE;114 R DU TEMPLE;;75;PARIS;75003 PARIS;;;444;Centre Crise Accueil Permanent;1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2011-05-26;48.8629998;2.3580309;48.8629998,2.3580309
910814672;910000637;CLINIQUE MOULIN DE CROSNE APT;APPARTEMENT THERAPEUTIQUE DE LA CLINIQUE DE L'ISLE;;LE MOULIN DE CROSNE;9;;PL;BOILEAU;9 PL BOILEAU;;91;ESSONNE;91560 CROSNE;01 69 49 62 22;;412;Appartement Thérapeutique;1111;Autres Etablissements de Lutte contre les Maladies Mentales;30537857200021;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1994-04-04;48.7148292;2.4593965;48.7148292,2.4593965
930500012;750720534;ETAB. HOSPITALIER STE-MARIE;"ETABLISSEMENT HOSPITALIER ""STE MARIE"" - MOYEN SEJOUR MEDICAL";;;28;;R;DE L'EGLISE;28 R DE L'EGLISE;;93;SEINE-SAINT-DENIS;93420 VILLEPINTE;01 49 36 68 00;01 49 36 69 99;108;Etablissement de Convalescence et de Repos;1107;Etablissements de Soins de Suite et de Réadaptation;77567245400128;8610Z;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1901-01-01;48.9637631;2.5362777;48.9637631,2.5362777
930815501;750034308;LONG SEJOUR LA ROSERAIE MAISON BLANCHE;;;;3;;AV;JEAN JAURES;3 AV JEAN JAURES;;93;SEINE-SAINT-DENIS;93330 NEUILLY SUR MARNE;01 49 44 33 25;01 55 25 35 60;362;Etablissement de Soins Longue Durée;1109;Etablissements de Soins de Longue Durée;26930124800432;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1992-01-12;48.8628283;2.5456381;48.8628283,2.5456381
770010718;770110054;CATTP APT SAVIGNY;;;;8;;R;DE L'ALUMINIUM;8 R DE L'ALUMINIUM;;77;SEINE-ET-MARNE;77176 SAVIGNY LE TEMPLE;01 64 89 74 30;01 64 89 74 31;425;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26770005200173;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;48.5952667;2.5863662;48.5952667,2.5863662
770150019;770019792;CENTRE MEDICAL DE FORCILLES;;;HOPITAL PRIVE PSPH;;;LD;FORCILLES;LD FORCILLES;;77;SEINE-ET-MARNE;77150 FEROLLES ATTILLY;01 60 64 60 60;01 60 02 15 09;129;Etablissement de Soins Médicaux;1110;Etablissements de Soins de Courte Durée;;;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1964-01-04;48.7343819;2.634358;48.7343819,2.634358
